104;439;CXA.FEDERAL AG 0439- PORTO ALEGRE;;;
104;441;CXA.FEDERAL AG 441-JOSE DO PATROCINIO;;;
104;442;CXA.FEDERAL AG 442-MENINO DEUS;;;
104;443;CXA.FEDERAL AG 443 - MOINHOS DE VENTO;;;
104;445;CXA.FEDERAL AG 445- PARTENON;;;
104;446;CXA.FEDERAL AH 446-PASSO DA AREIA;;;
104;451;CXA.FEDERAL AG 0451-OTAVIO ROCHA;;;
104;453;CXA.FEDERAL AG 453-7 - PORTO ALEGRE;;;7
104;455;ALEGRETE;;;
104;456;CXA.FEDERAL AG 456-BAGE;;;
104;457;BENTO GONCALVES;;;
104;459;CACHOEIRA;;;
104;460;CXA.FEDERAL AG-460-CAMAQUA;;;
104;461;CXA.FEDERAL AG 0461-PORTO ALEGRE;;;
104;462;CANCUCU;;;
104;464;CARAZINHO;;;
104;465;CAXIAS DO SUL;;;
104;466;CERRO LARGO;;;
104;467;CRUZ ALTA;;;
104;469;DOM PEDRITO;;;
104;470;ERECHIM;;;
104;472;ESTEIO;;;
104;473;CXA.FEDERAL AG- 473- ESTRELA-RS;;;
104;475;CAIXA FEDERAL- AG 0475-FREDERICO;;;
104;477;CXA.FEDERAL AG - 477-4 - GETULIO VARGAS;;;4
104;478;CXA.FEDERAL AG.478-GRAVATAI;;;
104;480;GIRUA;;;
104;481;HORIZONTINA;;;
104;482;CXA.FEDERAL AG 0482-IBIRUBA;;;
104;483;IJUI;;;
104;484;ITAQUI;;;
104;485;JAGUARAO;;;
104;486;CXA.FEDERAL AG-0486-JAQUARI;;;
104;487;CXA.FEDERAL AG 0487- JULIO DE CASTILHOS;;;
104;488;LAGOA VERMELHA;;;
104;489;LAJEADO;;;
104;490;NOVO HAMBURGO;;;
104;491;CXA.FEDERAL AG 491-OSORIO;;;
104;492;PALMEIRAS;;;
104;493;PANAMBI;;;
104;494;PASSO FUNDO;;;
104;495;PELOTAS;;;
104;496;QUARAI;;;
104;497;CXA.ECONOMICA FEDERAL - AGENCIA 0497-RIO GRANDE;;;
104;498;CXA.FEDERAL AG 498 - RIO PARDO;;;
104;499;ROSARIO DO SUL;;;
104;500;STA CRUZ;;;
104;501;SANTA MARIA;;;
104;502;SANTA ROSA;;;
104;503;SANTIAGO;;;
104;504;SANTO ANGELO;;;
104;505;CXA.FEDERAL AG 0505-3 - LIVRAMENTO;;;3
104;506;SAO BORJA;;;
104;507;CXA.FEDERAL AG 0507-SAO FCO.DE PAULA;;;
104;508;SAO GABRIEL;;;
104;509;CXA.FEDERAL AG 509- SÃO GERONIMO - RS;;;
104;511;SAO LEOPOLDO;;;
104;513;SAO LUIZ;;;
104;514;CXA.FEDERAL AG- 514-2 - SAPIRANGA - RS;;;2
104;515;CXA.FEDERAL AG 515-SARANDI;;;
104;516;SOLEDADE;;;
104;517;CXA.FEDERAL AG 517-TAPES;;;
104;518;TAQUARA;;;
104;519;CXA.FEDERAL AG 519-TAQUARI;;;
104;520;CXA.FEDERAL AG.520-7 TRES PASSOS;;;7
104;521;CXA.FEDERAL AG- 0521- TRES DE MAIO - RS;;;
104;522;CXA.FEDERAL AG 522 - TRAMANDAI;;;
104;525;CXA FEDERAL AG 525 -TUPANCERETÃ;;;
104;526;URUGUAIANA;;;
104;527;VACARIA;;;
104;528;CXA.FEDERAL AG 528-VERANOPOLIS;;;
104;529;CXA.FEDERAL AG 529 - VENANCIO AIRES;;;
104;530;MONTENEGRO;;;
104;532;SANTA MARIA;;;
104;567;CAIXA FEDERAL AG- 567 - ENCANTADO - RS;;;
104;568;CASCAVEL;;;
104;571;CXA.FEDERAL AG 571-CURITIBANOS;;;
104;572;CACADOR;;;
104;589;FOZ DO IGUACU;;;
104;593;NOVA PRATA;;;
104;594;CXA.FEDERAL AG 0594 - NÃO ME TOQUE;;;
104;601;FCO BELTRAO;;;
104;602;PATO BRANCO;;;
104;604;CXA.FEDERAL -AG 604-1 CAÇAPAVA;;;1
104;627;CONCORDIA;;;
104;693;CXA.FEDERAL AG.693 STA.VIT.PALMAR;;;
104;695;SANTO AUGUSTO;;;
104;696;CXA.ECONOMICA FEDERAL - AGENCIA 696-SÃO S.DO CAI;;;
104;697;CXA.FEDERAL AG-697 -MARAU;;;
104;698;CXA.FEDERAL AG: 698 - SERAFINA CORREA;;;
104;701;CAIXA FEDERAL -AG 0701-XANXERE;;;
104;702;CXA.FEDERAL AG- 0702-1 - SAO MIGUEL DO OESTE;;;1
104;703;CXA.FEDERAL AG -703-0 -STO.ANTONIO DA PATRULHA;;;0
104;726;TOLEDO;;;
104;796;CXA.FEDERAL AG 0796-VIDEIRA SC;;;
