NUMEMP;CODFIL;RAZSOC;NOMFIL;COD_NIVEL_ORG;ENDFIL;CPLFIL;ENDNUM;NOMBAI;CODEST;CODCID;NOMCID;DDITEL;DDDTEL;NUMTEL;TIPFIL;TIPINS;NUMCGC;INSCEI;INSEST;INSMUN;ATIIRF;ATIRAI;NUMCNO;NCAEFP;CNAFIS;TIPCAE;TIPLGR;CODCEP
008;7504;;GZT CERRO LARGO;3;DR JOAO SEBASTIANY;;226;CENTRO;RS;16;CERRO LARGO;;;;F;1;92012467050436;;;;47.81-4/00;4781;;;47.81-4/00;;R;97900000
008;7524;;GZT TEUTONIA;3;TRES DE OUTUBRO;;207;LANGUIRU;RS;1154;TEUTONIA;;;;F;1;92012467052480;;;;47.81-4/00;4781;;;47.81-4/00;;R;95890000
008;7536;;GZT GETULIO VARGAS;3;DR JOAO CARLOS MACHADO;;275;CENTRO;RS;4;GETULIO VARGAS;;;;F;1;92012467053613;;;;47.81-4/00;4781;;;47.81-4/00;;R;99900000
008;7540;;GZT SOLEDADE;3;MARECHAL FLORIANO PEIXOTO;;1048;CENTRO;RS;130;SOLEDADE;;;;F;1;92012467054008;;;;47.81-4/00;4781;;;47.81-4/00;;AV;99300000
008;7541;;GZT ROSARIO DO SUL;3;JOAO BRASIL;;1309;CENTRO;RS;50;ROSARIO DO SUL;;;;F;1;92012467054180;;;;47.81-4/00;4781;;;47.81-4/00;;R;97590000
008;7543;;GZT GARIBALDI;3;EMIDIO JACINTO FERREIRA;SALA 02;110;CENTRO;RS;678;GARIBALDI;;;;F;1;92012467054342;;;;47.81-4/00;4781;;;47.81-4/00;;R;95720000
008;7548;;GZT PANAMBI;3;SETE DE SETEMBRO;;200;CENTRO;RS;417;PANAMBI;;;;F;1;92012467054857;;;;47.81-4/00;4781;;;47.81-4/00;;R;98280000
008;7555;;GZT CAMAQUA;3;PRESIDENTE VARGAS;;617;CENTRO;RS;81;CAMAQUA;;;;F;1;92012467055586;;;;47.81-4/00;4781;;;47.81-4/00;;R;96780046
008;7563;;GZT SAO SEBASTIAO DO CAI;3;SENADOR PINHEIRO MACHADO;;777;CENTRO;RS;41;SAO SEBASTIAO DO CAI;;;;F;1;92012467056396;;;;47.81-4/00;4781;;;47.81-4/00;;R;95760000
008;7565;;GZT SAO MIGUEL DO OESTE;3;SANTOS DUMONT;SALA 1;519;CENTRO;SC;145;SAO MIGUEL DO OESTE;;;;F;1;92012467056558;;;;47.81-4/00;4781;;;47.81-4/00;;R;89900000
008;7568;;GZT RIO PARDO;3;JOAO PESSOA;;751;CENTRO;RS;139;RIO PARDO;;;;F;1;92012467056809;;;;47.81-4/00;4781;;;47.81-4/00;;R;96640000
008;7569;;GZT FRAIBURGO;3;PADRE BIAGGIO SIMONETTI;;254;CENTRO;SC;685;FRAIBURGO;;;;F;1;92012467056981;;;;47.81-4/00;4781;;;47.81-4/00;;R;89580000
008;7570;;GZT MARAVILHA;3;SETE DE SETEMBRO;;486;CENTRO;SC;362;MARAVILHA;;;;F;1;92012467057015;;;;47.59-8/99;4781;;;47.59-8/99;;AV;89874000
008;7577;;GZT PINHAO;3;TRIFON HANYSZ;;194;CENTRO;PR;543;PINHAO;;;;F;1;92012467057791;;;;47.81-4/00;4781;;;47.81-4/00;;AV;85170000
008;7582;;GZT SANTA MARIA;3;MARANHAO;LOJA 02;215;PINHEIRO MACHADO;RS;2;SANTA MARIA;;;;F;1;92012467058259;;;;47.81-4/00;4781;;;47.81-4/00;;R;97030350
008;7586;;GZT RESTINGA SECA;3;JULIO DE CASTILHOS;;615;CENTRO;RS;1003;RESTINGA SECA;;;;F;1;92012467058682;;;;47.81-4/00;4781;;;47.81-4/00;;AV;97200000
008;7587;;GZT ARROIO DO TIGRE;3;25 DE JULHO;;263;CENTRO;RS;11;ARROIO DO TIGRE;;;;F;1;92012467058763;;;;47.81-4/00;4781;;;47.81-4/00;;R;96950000
008;7588;;GZT PORTO UNIAO;3;SETE DE SETEMBRO;;163;CENTRO;SC;169;PORTO UNIAO;;;;F;1;92012467058844;;;;47.81-4/00;4781;;;47.81-4/00;;R;89400000
008;7589;;GZT NOVO HAMBURGO;3;JOAQUIM NABUCO;;182;CENTRO;RS;69;NOVO HAMBURGO;;;;F;1;92012467058925;;;;47.81-4/00;4781;;;47.81-4/00;;R;93310001
008;7591;;GZT ESTRELA;3;CORONEL MUSSNICH;;10;CENTRO;RS;499;ESTRELA;;;;F;1;92012467059140;;;;47.81-4/00;4781;;;47.81-4/00;;R;95880000
008;7592;;GZT PASSO FUNDO;3;PRESIDENTE VARGAS;;1094;SÃO CRISTÓVÃO;RS;1;PASSO FUNDO;;;;F;1;92012467059220;;;;47.81-4/00;4781;;;47.81-4/00;;AV;99070000
008;7594;;GZT SANTA MARIA;3;PREFEITO EVANDRO BEHR;;6755;CAMOBI;RS;2;SANTA MARIA;;;;F;1;92012467059492;;;;47.81-4/00;4781;;;47.81-4/00;;AV;97110800
008;7597;;GZT CAXIAS DO SUL;3;PINHEIRO MACHADO;SALA A;1811;CENTRO;RS;42;CAXIAS DO SUL;;;;F;1;92012467059735;;;;47.81-4/00;4781;;;47.81-4/00;;R;95020171
008;7598;;GZT GUARAPUAVA;3;SALDANHA MARINHO;;1489;CENTRO;PR;77;GUARAPUAVA;;;;F;1;92012467059816;;;;47.81-4/00;4781;;;47.81-4/00;;R;85010290
008;7599;;GZT PONTA GROSSA;3;VISCONDE DE MAUA;;1601;OFICINAS;PR;30;PONTA GROSSA;;;;F;1;92012467059905;;;;47.81-4/00;4781;;;47.81-4/00;;AV;84045100
008;7601;;GZT SANTA MARIA;3;BORGES DE MEDEIROS;;990;NOSSA SENHORA DO ROSARIO;RS;2;SANTA MARIA;;;;F;1;92012467060156;;;;47.81-4/00;4781;;;47.81-4/00;;R;97010080
008;7602;;GZT NAO ME TOQUE;3;ALTO JACUI;SALA 101;784;CENTRO;RS;538;NAO ME TOQUE;;;;F;1;92012467060237;;;;47.81-4/00;4781;;;47.81-4/00;;AV;99470000
008;7608;;GZT LAGES;3;CORONEL CORDOVA;;234;CENTRO;SC;33;LAGES;;;;F;1;92012467060822;;;;47.81-4/00;4781;;;47.81-4/00;;R;88502000
008;7609;;GZT PONTA GROSSA;3;CORONEL CLAUDIO;SL TERREA;16;CENTRO;PR;30;PONTA GROSSA;;;;F;1;92012467060903;;;;47.81-4/00;4781;;;47.81-4/00;;R;84010120
008;7612;;GZT LAGOA VERMELHA;3;SETE DE SETEMBRO;;672;CENTRO;RS;19;LAGOA VERMELHA;;;;F;1;92012467061209;;;;47.81-4/00;4781;;;47.81-4/00;;R;95300000
008;7614;;GZT CONCORDIA;3;DR MARURI;SALA TERREA;1011;CENTRO;SC;46;CONCORDIA;;;;F;1;92012467061470;;;;47.81-4/00;4781;;;47.81-4/00;;R;89700170
008;7620;;GZT SAO GABRIEL;3;CORONEL SOARES;;432;CENTRO;RS;22;SAO GABRIEL;;;;F;1;92012467062019;;;;47.81-4/00;4781;;;47.81-4/00;;R;97300228
008;7628;;GZT JOACABA;3;XV DE NOVEMBRO;;214;CENTRO;SC;180;JOACABA;;;;F;1;92012467062876;;;;47.81-4/00;4781;;;47.81-4/00;;AV;89600000
008;7629;;GZT ITAJAI;3;CONEGO THOMAZ FONTES;;457;CENTRO;SC;32;ITAJAI;;;;F;1;92012467062957;;;;47.81-4/00;4781;;;47.81-4/00;;R;88301100
008;7637;;GZT BAGE;3;SETE DE SETEMBRO;;765;CENTRO;RS;45;BAGE;;;;F;1;92012467063767;;;;47.81-4/00;4781;;;47.81-4/00;;AV;96400006
008;7638;;GZT DOIS VIZINHOS;3;DR. ARNALDO BUSATO;SL 2;13;CENTRO;PR;927;DOIS VIZINHOS;;;;F;1;92012467063848;;;;47.81-4/00;4781;;;47.81-4/00;;R;85660000
008;7642;;GZT TRAMANDAI;3;FERNANDES BASTOS;;478;CENTRO;RS;1278;TRAMANDAI;;;;F;1;92012467064224;;;;47.81-4/00;4781;;;47.81-4/00;;AV;95590000
008;7643;;GZT PATO BRANCO;3;TUPI;;2166;CENTRO;PR;73;PATO BRANCO;;;;F;1;92012467064305;;;;47.81-4/00;4781;;;47.81-4/00;;R;85501063
