NUMEMP;CODFIL;RAZSOC;NOMFIL;COD_NIVEL_ORG;ENDFIL;CPLFIL;ENDNUM;NOMBAI;CODEST;CODCID;NOMCID;DDITEL;DDDTEL;NUMTEL;TIPFIL;TIPINS;NUMCGC;INSCEI;INSEST;INSMUN;ATIIRF;ATIRAI;NUMCNO;NCAEFP;CNAFIS;TIPCAE;TIPLGR;CODCEP
008;315;;PRM SAO PEDRO DO SUL;3;15 DE NOVEMBRO;;311;CENTRO;RS;257;SAO PEDRO DO SUL;;;;F;1;92012467031563;;;;47.81-4/00;5232;;;47.81-4/00;;R;97400000
008;316;;PRM TAQUARI;3;RUA SETE DE SETEMBRO;;2513;CENTRO;RS;921;TAQUARI;;;;F;1;92012467031644;;;;47.81-4/00;5232;;;47.81-4/00;;R;95860000
008;317;;PRM CACHOEIRA DO SUL;3;JULIO DE CASTILHOS;;530;CENTRO;RS;39;CACHOEIRA DO SUL;;;;F;1;92012467031725;;;;47.81-4/00;5232;;;47.81-4/00;;AV;96501000
008;318;;PRM ESTEIO;3;AVENIDA PRESIDENTE VARGAS;;1698;CENTRO;RS;86;ESTEIO;;;;F;1;92012467031806;;;;47.81-4/00;5232;;;47.81-4/00;;R;93260003
008;319;;PRM CERRO LARGO;3;SETE DE SETEMBRO;;647;CENTRO;RS;16;CERRO LARGO;;;;F;1;92012467031997;;;;47.81-4/00;5232;;;47.81-4/00;;R;97900000
008;320;;GRZ VACARIA;3;RAMIRO BARCELOS;;1176;CENTRO;RS;54;VACARIA;;;;F;1;92012467032020;;;;47.81-4/00;5232;;;47.81-4/00;;R;95200058
008;321;;PRM CRUZ ALTA;3;GENERAL OSORIO;;255;CENTRO;RS;40;CRUZ ALTA;;;;F;1;92012467032101;;;;47.81-4/00;5232;;;47.81-4/00;;AV;98005150
008;322;;PRM XAXIM;3;CANDIDO TESTON;;1156;CENTRO;SC;516;XAXIM;;;;F;1;92012467032292;;;;47.81-4/00;5232;;;47.81-4/00;;R;89825000
008;323;;PRM SERAFINA CORREA;3;MIGUEL SOCCOL;SALA 01;2754;CENTRO;RS;643;SERAFINA CORREA;;;;F;1;92012467032373;;;;47.81-4/00;5232;;;47.81-4/00;;AV;99250000
008;324;;PRM SAO MARCOS;3;VENANCIO AIRES;;586;CENTRO;RS;521;SAO MARCOS;;;;F;1;92012467032454;;;;47.81-4/00;5232;;;47.81-4/00;;AV;95190000
008;325;;PRM HORIZONTINA;3;URUGUAI;SL TERREA 02;899;CENTRO;RS;433;HORIZONTINA;;;;F;1;92012467032535;;;;47.81-4/00;5232;;;47.81-4/00;;R;98920000
008;326;;PRM CACEQUI;3;DUQUE DE CAXIAS;;1209;CENTRO;RS;396;CACEQUI;;;;F;1;92012467032616;;;;47.81-4/00;5232;;;47.81-4/00;;R;97450000
008;327;;PRM BUTIA;3;AVENIDA PIRATINI;SALA 01;373;CENTRO;RS;1181;BUTIA;;;;F;1;92012467032705;;;;47.81-4/00;5232;;;47.81-4/00;;AV;96750970
008;328;;PRM CAMAQUA;3;JULIO DE CASTILHOS;A;676;CENTRO;RS;81;CAMAQUA;;;;F;1;92012467032888;;;;47.81-4/00;5232;;;47.81-4/00;;R;96780072
008;329;;PRM CRISSIUMAL;3;QUINZE DE NOVEMBRO;SALA 02;50;CENTRO;RS;1182;CRISSIUMAL;;;;F;1;92012467032969;;;;47.81-4/00;5232;;;47.81-4/00;;R;98640970
008;330;;PRM SANTO CRISTO;3;AMANDAU;;9;CENTRO;RS;35;SANTO CRISTO;;;;F;1;92012467033000;;;;47.81-4/00;5232;;;47.81-4/00;;R;98960000
008;331;;PRM SANTANA DO LIVRAMENTO;3;DOS ANDRADAS;SALA 02;384;CENTRO;RS;53;SANTANA DO LIVRAMENTO;;;;F;1;92012467033183;;;;47.81-4/00;5232;;;47.81-4/00;;R;97573572
008;332;;PRM SANTA VITORIA DO PALMAR;3;BARAO DO RIO BRANCO;TERREA;530;CENTRO;RS;1191;SANTA VITORIA DO PALMAR;;;;F;1;92012467033264;;;;47.81-4/00;5232;;;47.81-4/00;;R;96230000
008;333;;PRM VERANOPOLIS;3;OSVALDO ARANHA;SALA 01;1469;CENTRO;RS;420;VERANOPOLIS;;;;F;1;92012467033345;;;;47.81-4/00;5232;;;47.81-4/00;;AV;95330000
008;334;;PRM ESPUMOSO;3;ANGELO MACALOS;A;366;CENTRO;RS;13;ESPUMOSO;;;;F;1;92012467033426;;;;47.81-4/00;5232;;;47.81-4/00;;AV;99400000
008;335;;PRM ANTONIO PRADO;3;VALDOMIRO BOCCHESE;;995;CENTRO;RS;1177;ANTONIO PRADO;;;;F;1;92012467033507;;;;47.81-4/00;5232;;;47.81-4/00;;AV;95250000
008;336;;PRM SAO SEBASTIAO DO CAI;3;PINHEIRO MACHADO;;1008;CENTRO;RS;41;SAO SEBASTIAO DO CAI;;;;F;1;92012467033698;;;;47.81-4/00;5232;;;47.81-4/00;;R;95760000
008;337;;PRM CANDELARIA;3;BOTUCARAI;;529;CENTRO;RS;408;CANDELARIA;;;;F;1;92012467033779;;;;47.81-4/00;5232;;;47.81-4/00;;R;96930000
008;337;;PRM CANDELARIA;3;TENENTE PEDRO VON MUHLEN;;529;CENTRO;RS;408;CANDELARIA;;;;F;1;92012467033779;;;;47.81-4/00;5232;;;47.81-4/00;;R;96930000
008;338;;PRM AGUDO;3;MARECHAL DEODORO;;376;CENTRO;RS;811;AGUDO;;;;F;1;92012467033850;;;;47.81-4/00;5232;;;47.81-4/00;;R;96540000
008;339;;PRM ROLANTE;3;BORGES DE MEDEIROS;;1968;CENTRO;RS;1193;ROLANTE;;;;F;1;92012467033930;;;;47.81-4/00;5232;;;47.81-4/00;;AV;95690000
008;340;;PRM JAGUARI;3;SETE DE SETEMBRO;;345;CENTRO;RS;467;JAGUARI;;;;F;1;92012467034074;;;;47.81-4/00;5232;;;47.81-4/00;;R;97760000
008;341;;PRM NAO ME TOQUE;3;FERNANDO STURM;;425;CENTRO;RS;538;NAO ME TOQUE;;;;F;1;92012467034155;;;;47.81-4/00;5232;;;47.81-4/00;;R;99470000
008;342;;PRM ARROIO DO TIGRE;3;CASTELO BRANCO;;509;CENTRO;RS;11;ARROIO DO TIGRE;;;;F;1;92012467034236;;;;47.81-4/00;5232;;;47.81-4/00;;R;96950000
008;343;;PRM SAO FRANCISCO DE PAULA;3;JULIO DE CASTILHOS;;632;CENTRO;RS;452;SAO FRANCISCO DE PAULA;;;;F;1;92012467034317;;;;47.81-4/00;5232;;;47.81-4/00;;AV;95400000
008;344;;PRM CHARQUEADAS;3;BENTO GONCALVES;;697;CENTRO;RS;1139;CHARQUEADAS;;;;F;1;92012467034406;;;;47.81-4/00;5232;;;47.81-4/00;;AV;96745000
008;345;;FRG PORTO ALEGRE;3;CRISTOVAO COLOMBO;SALA 2194;545;FLORESTA;RS;27;PORTO ALEGRE;;;;F;1;92012467034589;;;;47.81-4/00;5232;;;47.81-4/00;;AV;90560003
008;346;;FRG CANOAS;3;QUINZE DE JANEIRO;SALA 213;481;CENTRO;RS;62;CANOAS;;;;F;1;92012467034660;;;;47.81-4/00;5232;;;47.81-4/00;;AV;92010300
008;347;;PRM BENTO GONCALVES;3;OSVALDO ARANHA;SALA 102A;808;CENTRO;RS;38;BENTO GONCALVES;;;;F;1;92012467034740;;;;47.81-4/00;5232;;;47.81-4/00;;R;95700000
008;348;;PRM BARRACAO;3;SAO PAULO;;34;CENTRO;PR;166;BARRACAO;;;;F;1;92012467034821;;;;47.81-4/00;5232;;;47.81-4/00;;R;85700000
008;349;;FRG MONTENEGRO;3;RAMIRO BARCELOS;;2350;CENTRO;RS;91;MONTENEGRO;;;;F;1;92012467034902;;;;47.81-4/00;5232;;;47.81-4/00;;R;95780000
008;350;;FRG PORTO ALEGRE;3;RUA VOLUNTARIOS DA PATRIA;SALAS130 131;294;CENTRO;RS;27;PORTO ALEGRE;;;;F;1;92012467035046;;;;47.81-4/00;5232;;;47.81-4/00;;R;90030001
008;351;;PRM PALMEIRA;3;MARECHAL FLORIANO PEIXOTO;;286;SANTUARIO;PR;1201;PALMEIRA;;;;F;1;92012467035127;;;;47.81-4/00;5232;;;47.81-4/00;;PC;84130000
008;351;;PRM PALMEIRA;3;MARECHAL FLORIANO PEIXOTO;;286;CENTRO;PR;1201;PALMEIRA;;;;F;1;92012467035127;;;;47.81-4/00;5232;;;47.81-4/00;;PC;84130000
008;351;;PRM PALMEIRA;3;ERNESTO STAEHLER;;286;SANTUARIO;PR;1201;PALMEIRA;;;;F;1;92012467035127;;;;47.81-4/00;5232;;;47.81-4/00;;PC;84130000
008;351;;PRM PALMEIRA;3;ERNESTO STAEHLER;;286;CENTRO;PR;1201;PALMEIRA;;;;F;1;92012467035127;;;;47.81-4/00;5232;;;47.81-4/00;;PC;84130000
008;352;;PRM MONTENEGRO;3;RAMIRO BARCELOS;;2519;CENTRO;RS;91;MONTENEGRO;;;;F;1;92012467035208;;;;47.81-4/00;5232;;;47.81-4/00;;R;95780000
008;353;;PRM PRUDENTOPOLIS;3;PRUDENTE DE MORAES;;489;CENTRO;PR;1200;PRUDENTOPOLIS;;;;F;1;92012467035399;;;;47.81-4/00;5232;;;47.81-4/00;;R;84400000
008;354;;PRM SARANDI;3;PAULO DAL OGLIO;;1627;CENTRO;RS;495;SARANDI;;;;F;1;92012467035470;;;;47.81-4/00;5232;;;47.81-4/00;;R;99560000
008;355;;TOT IBIRUBA;3;GENERAL OSORIO;;740;CENTRO;RS;478;IBIRUBA;;;;F;1;92012467035550;;;;47.59-8/99;5232;;;47.59-8/99;;R;98200000
008;356;;PRM SANANDUVA;3;RIO BRANCO;;81;CENTRO;RS;717;SANANDUVA;;;;F;1;92012467035631;;;;47.81-4/00;5232;;;47.81-4/00;;AV;99840000
008;357;;FRG NOVA PRATA;3;PRESIDENTE VARGAS;;577;CENTRO;RS;463;NOVA PRATA;;;;F;1;92012467035712;;;;47.81-4/00;5232;;;47.81-4/00;;AV;95320000
008;358;;PRM SANTA ROSA;3;DR JOAO DAHNE;;217;CENTRO;RS;59;SANTA ROSA;;;;F;1;92012467035801;;;;47.81-4/00;5232;;;47.81-4/00;;R;98780078
008;359;;PRM VIDEIRA;3;DOM PEDRO II;;430;CENTRO;SC;360;VIDEIRA;;;;F;1;92012467035984;;;;47.81-4/00;5232;;;47.81-4/00;;AV;89560208
008;360;;PRM PORTO XAVIER;3;MARECHAL FLORIANO PEIXOTO;;649;CENTRO;RS;374;PORTO XAVIER;;;;F;1;92012467036018;;;;47.81-4/00;4781;;;47.81-4/00;;AV;98995000
008;361;;PRM SANTA BARBARA DO SUL;3;PRESIDENTE VARGAS;TERREO;65;CENTRO;RS;17;SANTA BARBARA DO SUL;;;;F;1;92012467036107;;;;47.81-4/00;4781;;;47.81-4/00;;AV;98240000
008;362;;PRM TENENTE PORTELA;3;REDENCAO;;229;CENTRO;RS;851;TENENTE PORTELA;;;;F;1;92012467036280;;;;47.81-4/00;4781;;;47.81-4/00;;AV;98500000
008;363;;PRM VERA CRUZ;3;NESTOR FREDERICO HENN;;1;CENTRO;RS;85;VERA CRUZ;;;;F;1;92012467036360;;;;47.81-4/00;4781;;;47.81-4/00;;AV;96880000
008;364;;PRM CAMPOS NOVOS;3;CORONEL LUCIDORO;;1200;CENTRO;SC;96;CAMPOS NOVOS;;;;F;1;92012467036441;;;;47.81-4/00;4781;;;47.81-4/00;;R;89620000
008;365;;PRM TAPES;3;GETULIO VARGAS;;499;CENTRO;RS;510;TAPES;;;;F;1;92012467036522;;;;47.81-4/00;4781;;;47.81-4/00;;AV;96760000
008;366;;TOT QUARAI;3;SETE DE SETEMBRO;;758;CENTRO;RS;346;QUARAI;;;;F;1;92012467036603;;;;47.59-8/99;4781;;;47.59-8/99;;AV;97560000
008;367;;PRM NOVA HARTZ;3;EMILIO JOST;;223;CENTRO;RS;1222;NOVA HARTZ;;;;F;1;92012467036794;;;;47.81-4/00;4781;;;47.81-4/00;;R;93890000
008;368;;PRM IRATI;3;XV DE NOVEMBRO;;220;CENTRO;PR;1227;IRATI;;;;F;1;92012467036875;;;;47.81-4/00;4781;;;47.81-4/00;;R;84500000
008;369;;PRM IMBITUVA;3;JOAQUIM GASPAR;;132;CENTRO;PR;441;IMBITUVA;;;;F;1;92012467036956;;;;47.81-4/00;4781;;;47.81-4/00;;R;84430000
008;370;;PRM SANTO ANTONIO DA PATRULHA;3;CORONEL VICTOR VILLA VERDE;LOJA 01;76;PITANGUEIRAS;RS;889;SANTO ANTONIO DA PATRULHA;;;;F;1;92012467037090;;;;47.81-4/00;4781;;;47.81-4/00;;AV;95500000
008;371;;TOT SANTA VITORIA DO PALMAR;3;BARÃO DO RIO BRANCO;;909;CENTRO;RS;1191;SANTA VITORIA DO PALMAR;;;;F;1;92012467037170;;;;47.59-8/99;4781;;;47.59-8/99;;R;96230000
008;372;;PRM CAPANEMA;3;INDEPENDENCIA;;1049;CENTRO;PR;858;CAPANEMA;;;;F;1;92012467037251;;;;47.81-4/00;4781;;;47.81-4/00;;AV;85760000
008;373;;PRM NONOAI;3;DR PEDRO ROSO;;580;CENTRO;RS;354;NONOAI;;;;F;1;92012467037332;;;;47.81-4/00;4781;;;47.81-4/00;;R;99600000
008;374;;PRM LAGES;3;LUIZ DE CAMOES;;50;CORAL;SC;33;LAGES;;;;F;1;92012467037413;;;;47.81-4/00;4781;;;47.81-4/00;;AV;88523000
008;375;;PRM OSORIO;3;SANTOS DUMONT;LOJA 01;226;CENTRO;RS;1231;OSORIO;;;;F;1;92012467037502;;;;47.81-4/00;4781;;;47.81-4/00;;R;95520000
008;376;;PRM PIRAI DO SUL;3;IZIDORO DOIN;;196;CENTRO;PR;615;PIRAI DO SUL;;;;F;1;92012467037685;;;;47.81-4/00;4781;;;47.81-4/00;;R;84240000
008;377;;PRM GETULIO VARGAS;3;SEVERINO DE ALMEIDA;SL 03;620;CENTRO;RS;4;GETULIO VARGAS;;;;F;1;92012467037766;;;;47.81-4/00;4781;;;47.81-4/00;;AV;99900000
008;378;;PRM SAO LOURENCO D OESTE;3;Ernesto Beuter;;1142;CENTRO;SC;551;SAO LOURENCO D OESTE;;;;F;1;92012467037847;;;;47.81-4/00;4781;;;47.81-4/00;;R;89990000
008;379;;PRM CORONEL VIVIDA;3;GENEROSO MARQUES;;786;CENTRO;PR;865;CORONEL VIVIDA;;;;F;1;92012467037928;;;;47.81-4/00;4781;;;47.81-4/00;;AV;85550000
008;380;;PRM AMPERE;3;XV DE NOVEMBRO;SL 01;1206;CENTRO;PR;1239;AMPERE;;;;F;1;92012467038061;;;;47.81-4/00;4781;;;47.81-4/00;;R;85640000
008;381;;PRM LARANJEIRAS DO SUL;3;XV DE NOVEMBRO;;2223;CENTRO;PR;453;LARANJEIRAS DO SUL;;;;F;1;92012467038142;;;;47.81-4/00;4781;;;47.81-4/00;;R;85301050
008;382;;PRM SAO LOURENCO DO SUL;3;SENADOR PINHEIRO MACHADO;;618;CENTRO;RS;431;SAO LOURENCO DO SUL;;;;F;1;92012467038223;;;;47.81-4/00;4781;;;47.81-4/00;;R;96170000
008;383;;PRM MARAVILHA;3;SETE DE SETEMBRO;SALA 101;662;CENTRO;SC;362;MARAVILHA;;;;F;1;92012467038304;;;;47.81-4/00;4781;;;47.81-4/00;;AV;89874000
008;384;;PRM ARROIO DO MEIO;3;VISCONDE DO RIO BRANCO;503 507;497;CENTRO;RS;770;ARROIO DO MEIO;;;;F;1;92012467038495;;;;47.81-4/00;4781;;;47.81-4/00;;R;95940000
008;385;;PRM VENANCIO AIRES;3;OSVALDO ARANHA;;1458;CENTRO;RS;123;VENANCIO AIRES;;;;F;1;92012467038576;;;;47.81-4/00;4781;;;47.81-4/00;;R;95800000
008;386;;PRM IGREJINHA;3;GENERAL ERNESTO DORNELES;SALA 01;391;CENTRO;RS;1111;IGREJINHA;;;;F;1;92012467038657;;;;47.81-4/00;4781;;;47.81-4/00;;R;95650000
008;387;;PRM PALMAS;3;AUGUSTO GUIMARAES;;1008;CENTRO;PR;531;PALMAS;;;;F;1;92012467038738;;;;47.81-4/00;4781;;;47.81-4/00;;R;85555000
008;388;;TOT NOVA PRATA;3;PRESIDENTE VARGAS;;577;CENTRO;RS;463;NOVA PRATA;;;;F;1;92012467038819;;;;47.81-4/00;4781;;;47.81-4/00;;AV;95320000
008;389;;PRM CARAZINHO;3;FLORES DA CUNHA;;4191;CENTRO;RS;31;CARAZINHO;;;;F;1;92012467038908;;;;47.81-4/00;4781;;;47.81-4/00;;AV;99500000
008;390;;GRZ VIAMAO;3;REVERENDO AMERICO VESPUCIO CABRAL;;368;CENTRO;RS;60;VIAMAO;;;;F;1;92012467039033;;;;47.81-4/00;4781;;;47.81-4/00;;R;94410300
008;391;;PRM RIO PARDO;3;GENERAL ANDRADE NEVES;;356;CENTRO;RS;139;RIO PARDO;;;;F;1;92012467039114;;;;47.81-4/00;4781;;;47.81-4/00;;R;96640000
008;392;;TOT ARROIO GRANDE;3;VISCONDE DE MAUA;;821;CENTRO;RS;402;ARROIO GRANDE;;;;F;1;92012467039203;;;;47.59-8/99;4781;;;47.59-8/99;;R;96330000
008;393;;PRM REALEZA;3;BRUNO ZUTTION;SALA 11;3477;CENTRO;PR;410;REALEZA;;;;F;1;92012467039386;;;;47.81-4/00;4781;;;47.81-4/00;;AV;85770000
008;394;;TOT CARAZINHO;3;FLORES DA CUNHA;;4189;CENTRO;RS;31;CARAZINHO;;;;F;1;92012467039467;;;;47.81-4/00;4781;;;47.81-4/00;;AV;99500000
008;395;;FRG CHAPECO;3;MARECHAL JOSE B BORMANN;E;119;CENTRO;SC;47;CHAPECO;;;;F;1;92012467039548;;;;47.81-4/00;4781;;;47.81-4/00;;R;89802120
008;396;;PRM CONCORDIA;3;ORESTES FARINA;SALA A;205;CENTRO;SC;46;CONCORDIA;;;;F;1;92012467039629;;;;47.81-4/00;4781;;;47.81-4/00;;R;89700071
008;397;;PRM TEUTONIA;3;TRES DE OUTUBRO;SALA 02;298;LANGUIRU;RS;1154;TEUTONIA;;;;F;1;92012467039700;;;;47.81-4/00;4781;;;47.81-4/00;;R;95890000
008;398;;PRM PINHAO;3;QUINZE DE NOVEMBRO;SL COMERCIAL;115;CENTRO;PR;543;PINHAO;;;;F;1;92012467039890;;;;47.81-4/00;4781;;;47.81-4/00;;R;85170000
008;399;;PRM SANTIAGO;3;TITO BECCON;TERREA;1455;CENTRO;RS;66;SANTIAGO;;;;F;1;92012467039971;;;;47.81-4/00;4781;;;47.81-4/00;;R;97700400
008;400;;PRM SANTA MARIA;3;MEDIANEIRA;;1092;CENTRO;RS;2;SANTA MARIA;;;;F;1;92012467040040;;;;47.81-4/00;4781;;;47.81-4/00;;AV;97060003
008;401;;PRM JULIO DE CASTILHOS;3;BARAO DO RIO BRANCO;;260;CENTRO;RS;368;JULIO DE CASTILHOS;;;;F;1;92012467040120;;;;47.81-4/00;4781;;;47.81-4/00;;R;98130000
008;402;;TOT SANTA MARIA;3;DO ACAMPAMENTO;SALA 01;244;CENTRO;RS;2;SANTA MARIA;;;;F;1;92012467040201;;;;47.59-8/99;4781;;;47.59-8/99;;R;97050240
008;403;;PRM GUARAPUAVA;3;CAPITAO ROCHA;;1675;CENTRO;PR;77;GUARAPUAVA;;;;F;1;92012467040392;;;;47.81-4/00;4781;;;47.81-4/00;;R;85010270
008;404;;PRM FREDERICO WESTPHALEN;3;DO COMERCIO;SALA 101;499;CENTRO;RS;48;FREDERICO WESTPHALEN;;;;F;1;92012467040473;;;;47.81-4/00;4781;;;47.81-4/00;;R;98400000
008;405;;PRM ITAQUI;3;DAVID CANABARRO;;1200;CENTRO;RS;144;ITAQUI;;;;F;1;92012467040554;;;;47.81-4/00;4781;;;47.81-4/00;;R;97650000
008;406;;TOT SAO FRANCISCO DE ASSIS;3;13 DE JANEIRO;;1244;CENTRO;RS;895;SAO FRANCISCO DE ASSIS;;;;F;1;92012467040635;;;;47.59-8/99;4781;;;47.59-8/99;;R;97610000
008;407;;PRM RESTINGA SECA;3;JULIO DE CASTILHOS;;615;CENTRO;RS;1003;RESTINGA SECA;;;;F;1;92012467040716;;;;47.81-4/00;4781;;;47.81-4/00;;AV;97200000
008;408;;PRM CLEVELANDIA;3;CORONEL MANOEL FERREIRA BELLO;;136;CENTRO;PR;1123;CLEVELANDIA;;;;F;1;92012467040805;;;;47.81-4/00;4781;;;47.81-4/00;;R;85530000
008;409;;TOT PANAMBI;3;BARAO DO RIO BRANCO;;910;CENTRO;RS;417;PANAMBI;;;;F;1;92012467040988;;;;47.59-8/99;4781;;;47.59-8/99;;R;98280000
008;410;;TOT SAO SEPE;3;CLEMENCIANO BARNASQUE;;1484;CENTRO;RS;414;SAO SEPE;;;;F;1;92012467041011;;;;47.59-8/99;4781;;;47.59-8/99;;R;97340000
008;411;;PRM ALEGRETE;3;DOS ANDRADAS;SALA TERREA;657;CENTRO;RS;57;ALEGRETE;;;;F;1;92012467041100;;;;47.81-4/00;4781;;;47.81-4/00;;R;97541001
008;412;;PRM SAO LEOPOLDO;3;PAROBE;;464;SCHARLAU;RS;52;SAO LEOPOLDO;;;;F;1;92012467041283;;;;47.81-4/00;4781;;;47.81-4/00;;AV;93125000
008;413;;FRG SAO LEOPOLDO;3;PRIMEIRO DE MARCO;;658;CENTRO;RS;52;SAO LEOPOLDO;;;;F;1;92012467041364;;;;47.81-4/00;4781;;;47.81-4/00;;R;93010210
008;414;;TOT GIRUA;3;FRANCISCO LEOPOLDO UHRY;;230;CENTRO;RS;437;GIRUA;;;;F;1;92012467041445;;;;47.59-8/99;4781;;;47.59-8/99;;R;98870970
008;415;;GRZ CACAPAVA DO SUL;3;15 DE NOVEMBRO;;539;CENTRO;RS;136;CACAPAVA DO SUL;;;;F;1;92012467041526;;;;47.81-4/00;4781;;;47.81-4/00;;R;96570970
008;416;;TOT FRAIBURGO;3;NEREU RAMOS;;552;CENTRO;SC;685;FRAIBURGO;;;;F;1;92012467041607;;;;47.59-8/99;4781;;;47.59-8/99;;R;89580000
008;417;;FRG PASSO FUNDO;3;CORONEL CHICUTA;SALA 107;355;CENTRO;RS;1;PASSO FUNDO;;;;F;1;92012467041798;;;;47.81-4/00;4781;;;47.81-4/00;;R;99010050
008;418;;PRM SAO MATEUS DO SUL;3;DOM PEDRO II;;552;CENTRO;PR;1273;SAO MATEUS DO SUL;;;;F;1;92012467041879;;;;47.81-4/00;4781;;;47.81-4/00;;R;83900000
008;419;;PRM SEBERI;3;GENERAL FLORES DA CUNHA;;1048;CENTRO;RS;983;SEBERI;;;;F;1;92012467041950;;;;47.81-4/00;4781;;;47.81-4/00;;AV;98380970
008;420;;PRM PELOTAS;3;VINTE DE SETEMBRO;;482;CENTRO;RS;61;PELOTAS;;;;F;1;92012467042093;;;;47.81-4/00;4781;;;47.81-4/00;;PC;96015360
008;421;;FRG SANTA MARIA;3;DAS DORES;SALA 233;305;CENTRO;RS;2;SANTA MARIA;;;;F;1;92012467042174;;;;47.81-4/00;4781;;;47.81-4/00;;AV;97050530
008;422;;PRM XANXERE;3;JOSE DE MIRANDA RAMOS;;100;CENTRO;SC;65;XANXERE;;;;F;1;92012467042255;;;;47.81-4/00;4781;;;47.81-4/00;;R;89820000
008;423;;PRM CONSTANTINA;3;PRESIDENTE VARGAS;;454;CENTRO;RS;456;CONSTANTINA;;;;F;1;92012467042336;;;;47.81-4/00;4781;;;47.81-4/00;;AV;99680000
008;424;;PRM CANOAS;3;RIO GRANDE DO SUL;;217;MATHIAS VELHO;RS;62;CANOAS;;;;F;1;92012467042417;;;;47.81-4/00;4781;;;47.81-4/00;;R;92330000
008;425;;GRZ CANOINHAS;3;FRANCISCO DE PAULA PEREIRA;;564;CENTRO;SC;186;CANOINHAS;;;;F;1;92012467042506;;;;47.81-4/00;4781;;;47.81-4/00;;R;89460970
008;427;;PRM CORREIA PINTO;3;BELIZARIO RAMOS;;58;CENTRO;SC;594;CORREIA PINTO;;;;F;1;92012467042760;;;;47.81-4/00;4781;;;47.81-4/00;;R;88535000
008;428;;TOT SANTANA DO LIVRAMENTO;3;DOS ANDRADAS;;559;CENTRO;RS;53;SANTANA DO LIVRAMENTO;;;;F;1;92012467042840;;;;47.59-8/99;4781;;;47.59-8/99;;R;97573565
008;429;;GRZ PELOTAS;3;MARECHAL FLORIANO PEIXOTO;E 158 A;158;CENTRO;RS;61;PELOTAS;;;;F;1;92012467042921;;;;47.81-4/00;4781;;;47.81-4/00;;R;96015440
008;430;;GRZ SANTANA DO LIVRAMENTO;3;DOS ANDRADAS;;385;CENTRO;RS;53;SANTANA DO LIVRAMENTO;;;;F;1;92012467043065;;;;47.81-4/00;4781;;;47.81-4/00;;R;97573565
008;431;;TOT SAO LUIZ GONZAGA;3;SENADOR PINHEIRO MACHADO;;2445;CENTRO;RS;79;SAO LUIZ GONZAGA;;;;F;1;92012467043146;;;;47.59-8/99;4781;;;47.59-8/99;;AV;97800000
008;432;;PRM PASSO FUNDO;3;PRESIDENTE VARGAS;SALA A;20;LUCAS ARAUJO;RS;1;PASSO FUNDO;;;;F;1;92012467043227;;;;47.81-4/00;4781;;;47.81-4/00;;AV;99070000
008;433;;PRM SANTO ANTONIO DAS MISSOES;3;ASSIS ANTONIO DIAS;;3440;CENTRO;RS;1024;SANTO ANTONIO DAS MISSOES;;;;F;1;92012467043308;;;;47.81-4/00;4781;;;47.81-4/00;;R;97870000
008;434;;TOT CANOINHAS;3;CORONEL ALBUQUERQUE;;741;CENTRO;SC;186;CANOINHAS;;;;F;1;92012467043499;;;;47.81-4/00;4781;;;47.81-4/00;;R;89460000
008;435;;PRM CANOINHAS;3;CORONEL ALBUQUERQUE;SALA 03;747;CENTRO;SC;186;CANOINHAS;;;;F;1;92012467043570;;;;47.81-4/00;4781;;;47.81-4/00;;R;89460000
008;436;;PRM OTACILIO COSTA;3;BAHIA;;55;CENTRO;SC;653;OTACILIO COSTA;;;;F;1;92012467043650;;;;47.81-4/00;4781;;;47.81-4/00;;R;88540000
008;437;;GRZ SAO LUIZ GONZAGA;3;SENADOR PINHEIRO MACHADO;;2465;CENTRO;RS;79;SAO LUIZ GONZAGA;;;;F;1;92012467043731;;;;47.81-4/00;4781;;;47.81-4/00;;AV;97800000
008;438;;GRZ IBIRUBA;3;SETE DE SETEMBRO;;1122;CENTRO;RS;478;IBIRUBA;;;;F;1;92012467043812;;;;47.81-4/00;4781;;;47.81-4/00;;R;98200970
008;439;;GRZ TRES PASSOS;3;BENTO GONCALVES;;383;CENTRO;RS;72;TRES PASSOS;;;;F;1;92012467043901;;;;47.81-4/00;4781;;;47.81-4/00;;R;98600970
008;440;;PRM ABELARDO LUZ;3;CASTELO BRANCO;SALA 01;1578;CENTRO;SC;443;ABELARDO LUZ;;;;F;1;92012467044037;;;;47.81-4/00;4781;;;47.81-4/00;;AV;89830000
008;441;;PRM LAGES;3;MARECHAL FLORIANO;;373;CENTRO;SC;33;LAGES;;;;F;1;92012467044118;;;;47.81-4/00;4781;;;47.81-4/00;;AV;88501103
008;442;;PRM FAXINAL DO SOTURNO;3;VICENTE PIGATTO;;950;CENTRO;RS;1073;FAXINAL DO SOTURNO;;;;F;1;92012467044207;;;;47.81-4/00;4781;;;47.81-4/00;;AV;97220970
008;443;;TOT SANTA BARBARA DO SUL;3;CORONEL VITOR DUMONCEL;;1275;CENTRO;RS;17;SANTA BARBARA DO SUL;;;;F;1;92012467044380;;;;47.81-4/00;4781;;;47.81-4/00;;AV;98240000
008;444;;PRM SOBRADINHO;3;GENERAL OSORIO;;99;CENTRO;RS;359;SOBRADINHO;;;;F;1;92012467044460;;;;47.81-4/00;4781;;;47.81-4/00;;R;96900000
