codigo_empresa;tipo_colaborador;cadastro_colaborador;data_inicio_periodo_ferias;data_inicio_ferias;codigo_tabela_eventos;codigo_evento;referencia_evento;valor_evento
4;1;145459;10/11/2003;21/12/2004;1;204;20,00;3024,00
4;1;145459;10/11/2003;21/12/2004;1;558;0,00;1008,00
4;1;145459;10/11/2003;21/12/2004;1;2000;0,00;275,96
4;1;145459;10/11/2003;21/12/2004;1;2014;0,00;524,03
8;1;233005;23/11/2006;11/02/2008;1;204;20,00;1188,64
8;1;233005;23/11/2006;11/02/2008;1;558;0,00;396,21
8;1;233005;23/11/2006;11/02/2008;1;2000;11,00;174,33
8;1;233005;23/11/2006;15/09/2008;1;204;10,00;641,52
8;1;233005;23/11/2006;15/09/2008;1;558;0,00;213,84
8;1;233005;23/11/2006;15/09/2008;1;2000;8,00;68,42
8;1;233005;23/11/2007;09/02/2009;1;204;20,00;1283,04
8;1;233005;23/11/2007;09/02/2009;1;558;0,00;427,68
8;1;233005;23/11/2007;09/02/2009;1;2000;11,00;188,17
8;1;233005;23/11/2007;22/07/2009;1;204;10,00;680,01
8;1;233005;23/11/2007;22/07/2009;1;558;0,00;226,67
8;1;233005;23/11/2007;22/07/2009;1;2000;8,00;72,53
282;1;244309;06/01/1995;02/01/1997;1;204;20,00;191,47
282;1;244309;06/01/1995;02/01/1997;1;558;0,00;63,82
282;1;244309;06/01/1995;02/01/1997;1;600;10,00;95,74
282;1;244309;06/01/1995;02/01/1997;1;615;0,00;31,91
282;1;244309;06/01/1995;02/01/1997;1;2000;0,00;20,42
282;1;244309;06/01/1996;15/12/1997;1;204;20,00;242,08
282;1;244309;06/01/1996;15/12/1997;1;558;0,00;80,69
282;1;244309;06/01/1996;15/12/1997;1;600;10,00;121,04
282;1;244309;06/01/1996;15/12/1997;1;615;0,00;40,35
282;1;244309;06/01/1996;15/12/1997;1;2000;0,00;43,57
282;1;244309;06/01/1997;17/12/1998;1;204;20,00;256,29
282;1;244309;06/01/1997;17/12/1998;1;558;0,00;85,43
282;1;244309;06/01/1997;17/12/1998;1;600;10,00;128,15
282;1;244309;06/01/1997;17/12/1998;1;615;0,00;42,72
282;1;244309;06/01/1997;17/12/1998;1;2000;0,00;30,14
282;1;244309;06/01/1998;17/12/1999;1;204;20,00;409,87
282;1;244309;06/01/1998;17/12/1999;1;558;0,00;136,62
282;1;244309;06/01/1998;17/12/1999;1;600;10,00;204,94
282;1;244309;06/01/1998;17/12/1999;1;615;0,00;68,31
282;1;244309;06/01/1998;17/12/1999;1;2000;0,00;49,18
282;1;244309;06/01/1999;15/12/2000;1;204;20,00;506,73
282;1;244309;06/01/1999;15/12/2000;1;558;0,00;168,91
282;1;244309;06/01/1999;15/12/2000;1;600;10,00;253,37
282;1;244309;06/01/1999;15/12/2000;1;615;0,00;84,46
282;1;244309;06/01/1999;15/12/2000;1;2000;0,00;74,32
282;1;244309;06/01/1999;15/12/2000;1;2014;0,00;5,87
282;1;244309;06/01/2000;17/12/2001;1;204;20,00;636,72
282;1;244309;06/01/2000;17/12/2001;1;558;0,00;212,24
282;1;244309;06/01/2000;17/12/2001;1;600;10,00;318,36
282;1;244309;06/01/2000;17/12/2001;1;615;0,00;106,12
282;1;244309;06/01/2000;17/12/2001;1;2000;0,00;93,39
282;1;244309;06/01/2000;17/12/2001;1;2014;0,00;42,01
282;1;244309;06/01/2001;06/05/2002;1;204;20,00;368,97
282;1;244309;06/01/2001;06/05/2002;1;558;0,00;122,99
282;1;244309;06/01/2001;06/05/2002;1;2000;0,00;42,55
282;1;244309;06/01/2001;26/12/2002;1;204;10,00;318,36
282;1;244309;06/01/2001;26/12/2002;1;558;0,00;106,12
282;1;244309;06/01/2001;26/12/2002;1;2000;0,00;32,47
282;1;244309;06/01/2002;17/02/2003;1;204;20,00;706,69
282;1;244309;06/01/2002;17/02/2003;1;558;0,00;235,56
282;1;244309;06/01/2002;17/02/2003;1;600;10,00;353,35
282;1;244309;06/01/2002;17/02/2003;1;615;0,00;117,78
282;1;244309;06/01/2002;17/02/2003;1;2000;0,00;103,65
282;1;244309;06/01/2002;17/02/2003;1;2014;0,00;21,86
282;1;244309;06/01/2003;02/02/2004;1;204;20,00;741,87
282;1;244309;06/01/2003;02/02/2004;1;558;0,00;247,29
282;1;244309;06/01/2003;02/02/2004;1;600;10,00;370,94
282;1;244309;06/01/2003;02/02/2004;1;615;0,00;123,65
282;1;244309;06/01/2003;02/02/2004;1;2000;0,00;89,02
282;1;244309;06/01/2003;02/02/2004;1;2014;0,00;34,61
282;1;244309;06/01/2004;31/01/2005;1;204;20,00;807,04
282;1;244309;06/01/2004;31/01/2005;1;558;0,00;269,01
282;1;244309;06/01/2004;31/01/2005;1;600;10,00;403,52
282;1;244309;06/01/2004;31/01/2005;1;615;0,00;134,51
282;1;244309;06/01/2004;31/01/2005;1;2000;0,00;96,84
282;1;244309;06/01/2004;31/01/2005;1;2014;0,00;35,44
282;1;244309;06/01/2005;23/01/2006;1;204;20,00;866,67
282;1;244309;06/01/2005;23/01/2006;1;558;0,00;288,89
282;1;244309;06/01/2005;23/01/2006;1;600;10,00;433,33
282;1;244309;06/01/2005;23/01/2006;1;615;0,00;144,44
282;1;244309;06/01/2005;23/01/2006;1;2000;9,00;104,00
282;1;244309;06/01/2005;23/01/2006;1;2014;0,00;52,25
282;1;244309;06/01/2006;15/01/2007;1;204;20,00;918,67
282;1;244309;06/01/2006;15/01/2007;1;558;0,00;306,22
282;1;244309;06/01/2006;15/01/2007;1;600;10,00;459,33
282;1;244309;06/01/2006;15/01/2007;1;615;0,00;153,11
282;1;244309;06/01/2006;15/01/2007;1;2000;9,00;110,24
282;1;244309;06/01/2006;15/01/2007;1;2014;0,00;51,54
282;1;244309;06/01/2007;14/01/2008;1;204;20,00;1135,03
282;1;244309;06/01/2007;14/01/2008;1;558;0,00;378,34
282;1;244309;06/01/2007;14/01/2008;1;600;10,00;567,51
282;1;244309;06/01/2007;14/01/2008;1;615;0,00;189,17
282;1;244309;06/01/2007;14/01/2008;1;2000;11,00;166,47
282;1;244309;06/01/2008;12/01/2009;1;204;20,00;1456,68
282;1;244309;06/01/2008;12/01/2009;1;558;0,00;485,56
282;1;244309;06/01/2008;12/01/2009;1;600;10,00;728,34
282;1;244309;06/01/2008;12/01/2009;1;615;0,00;242,78
282;1;244309;06/01/2008;12/01/2009;1;2000;11,00;213,64
282;1;244309;06/01/2008;12/01/2009;1;2014;7,50;11,24
282;1;244309;06/01/2009;11/01/2010;1;204;30,00;2385,00
282;1;244309;06/01/2009;11/01/2010;1;558;0,00;795,00
282;1;244309;06/01/2009;11/01/2010;1;2000;11,00;349,80
282;1;244309;06/01/2009;11/01/2010;1;2014;15,00;120,99
282;1;244309;06/01/2010;10/01/2011;1;204;30,00;2680,00
282;1;244309;06/01/2010;10/01/2011;1;558;0,00;893,33
282;1;244309;06/01/2010;10/01/2011;1;2000;11,00;393,06
282;1;244309;06/01/2010;10/01/2011;1;2014;22,50;176,04
282;1;244309;06/01/2011;09/01/2012;1;204;30,00;2889,46
282;1;244309;06/01/2011;09/01/2012;1;558;0,00;963,15
282;1;244309;06/01/2011;09/01/2012;1;2000;11,00;406,09
282;1;244309;06/01/2011;09/01/2012;1;2014;22,50;186,29
282;1;244309;06/01/2012;07/01/2013;1;204;30,00;3185,01
282;1;244309;06/01/2012;07/01/2013;1;558;0,00;1061,67
282;1;244309;06/01/2012;07/01/2013;1;2000;11,00;430,78
282;1;244309;06/01/2012;07/01/2013;1;2014;22,50;242,88
282;1;244309;06/01/2013;07/01/2014;1;204;30,00;3818,06
282;1;244309;06/01/2013;07/01/2014;1;558;0,00;1272,69
282;1;244309;06/01/2013;07/01/2014;1;2000;11,00;457,49
282;1;244309;06/01/2013;07/01/2014;1;2014;22,50;399,09
282;1;244309;06/01/2014;08/01/2015;1;204;30,00;5668,34
282;1;244309;06/01/2014;08/01/2015;1;558;0,00;1889,45
282;1;244309;06/01/2014;08/01/2015;1;2000;11,00;513,01
282;1;244309;06/01/2014;08/01/2015;1;2014;27,50;1061,74
282;1;244309;06/01/2015;11/01/2016;1;204;30,00;6118,48
282;1;244309;06/01/2015;11/01/2016;1;558;0,00;2039,49
282;1;244309;06/01/2015;11/01/2016;1;2000;11,00;513,01
282;1;244309;06/01/2015;11/01/2016;1;2014;27,50;1180,87
282;1;244309;06/01/2016;09/01/2017;1;204;30,00;6635,87
282;1;244309;06/01/2016;09/01/2017;1;558;0,00;2211,96
282;1;244309;06/01/2016;09/01/2017;1;2000;11,00;570,88
282;1;244309;06/01/2016;09/01/2017;1;2014;27,50;1354,66
282;1;244309;06/01/2017;29/01/2018;1;204;15,00;3861,20
282;1;244309;06/01/2017;29/01/2018;1;558;0,00;1287,07
282;1;244309;06/01/2017;29/01/2018;1;2000;11,00;566,30
282;1;244309;06/01/2017;29/01/2018;1;2014;22,50;352,16
282;1;244309;06/01/2017;17/12/2018;1;204;15,00;4340,32
282;1;244309;06/01/2017;17/12/2018;1;558;0,00;1446,77
282;1;244309;06/01/2017;17/12/2018;1;2002;11,00;621,03
282;1;244309;06/01/2017;17/12/2018;1;2014;27,50;499,17
282;1;244309;06/01/2018;04/02/2019;1;204;15,00;4805,36
282;1;244309;06/01/2018;04/02/2019;1;558;0,00;1601,79
282;1;244309;06/01/2018;04/02/2019;1;2002;11,00;642,33
282;1;244309;06/01/2018;04/02/2019;1;2014;27,50;663,83
282;1;244309;06/01/2018;16/12/2019;1;204;15,00;4535,64
282;1;244309;06/01/2018;16/12/2019;1;558;0,00;1511,88
282;1;244309;06/01/2018;16/12/2019;1;2002;11,00;642,33
282;1;244309;06/01/2018;16/12/2019;1;2014;27,50;564,93
282;1;244309;06/01/2019;03/02/2020;1;204;20,00;6464,59
282;1;244309;06/01/2019;03/02/2020;1;558;0,00;2154,86
282;1;244309;06/01/2019;03/02/2020;1;2002;11,00;671,11
282;1;244309;06/01/2019;03/02/2020;1;2014;27,50;1264,30
282;1;244309;06/01/2019;21/12/2020;1;204;10,00;3129,59
282;1;244309;06/01/2019;21/12/2020;1;558;0,00;1043,20
282;1;244309;06/01/2019;21/12/2020;1;2002;10,62;443,12
282;1;244309;06/01/2019;21/12/2020;1;2014;15,00;176,21
282;1;244309;06/01/2020;08/02/2021;1;204;8,00;2771,92
282;1;244309;06/01/2020;08/02/2021;1;558;0,00;923,97
282;1;244309;06/01/2020;08/02/2021;1;2002;9,98;368,70
282;1;244309;06/01/2020;08/02/2021;1;2014;15,00;115,84
282;1;244309;06/01/2020;13/12/2021;1;204;22,00;8100,57
282;1;244309;06/01/2020;13/12/2021;1;558;0,00;2700,19
282;1;244309;06/01/2020;13/12/2021;1;2002;6,96;751,97
282;1;244309;06/01/2020;13/12/2021;1;2014;27,50;1841,92
282;1;244309;06/01/2021;15/12/2022;1;204;20,00;9917,65
282;1;244309;06/01/2021;15/12/2022;1;558;0,00;3305,88
282;1;244309;06/01/2021;15/12/2022;1;600;10,00;4958,83
282;1;244309;06/01/2021;15/12/2022;1;615;0,00;1652,94
282;1;244309;06/01/2021;15/12/2022;1;2002;6,26;828,38
282;1;244309;06/01/2021;15/12/2022;1;2014;27,50;2487,17
4;1;251453;04/10/1995;03/02/1997;1;204;20,00;369,08
4;1;251453;04/10/1995;03/02/1997;1;558;0,00;123,03
4;1;251453;04/10/1995;03/02/1997;1;600;10,00;184,54
4;1;251453;04/10/1995;03/02/1997;1;615;0,00;61,51
4;1;251453;04/10/1995;03/02/1997;1;2000;0,00;54,13
4;1;251453;04/10/1996;22/12/1997;1;204;10,00;210,68
4;1;251453;04/10/1996;22/12/1997;1;558;0,00;70,23
4;1;251453;04/10/1996;22/12/1997;1;2000;0,00;21,97
4;1;251453;04/10/1996;11/02/1998;1;204;20,00;421,37
4;1;251453;04/10/1996;11/02/1998;1;558;0,00;140,46
4;1;251453;04/10/1996;11/02/1998;1;2000;0,00;61,80
4;1;251453;04/10/1997;11/01/1999;1;204;20,00;716,45
4;1;251453;04/10/1997;11/01/1999;1;558;0,00;238,82
4;1;251453;04/10/1997;11/01/1999;1;600;10,00;358,23
4;1;251453;04/10/1997;11/01/1999;1;615;0,00;119,41
4;1;251453;04/10/1997;11/01/1999;1;2000;0,00;105,08
4;1;251453;04/10/1997;11/01/1999;1;2014;0,00;64,17
276;1;261564;15/08/1995;02/01/1997;1;204;30,00;275,00
276;1;261564;15/08/1995;02/01/1997;1;558;0,00;91,66
276;1;261564;15/08/1995;02/01/1997;1;2000;0,00;33,00
276;1;261564;15/08/1996;02/02/1998;1;204;30,00;313,40
276;1;261564;15/08/1996;02/02/1998;1;558;0,00;104,47
276;1;261564;15/08/1996;02/02/1998;1;2000;0,00;37,61
276;1;261564;15/08/1997;02/01/1999;1;204;30,00;337,86
276;1;261564;15/08/1997;02/01/1999;1;558;0,00;112,62
276;1;261564;15/08/1997;02/01/1999;1;2000;0,00;40,54
276;1;261564;15/08/1998;10/04/2000;1;204;30,00;373,90
276;1;261564;15/08/1998;10/04/2000;1;558;0,00;124,63
276;1;261564;15/08/1998;10/04/2000;1;2000;0,00;44,87
276;1;261564;15/08/1999;05/02/2001;1;204;30,00;430,79
276;1;261564;15/08/1999;05/02/2001;1;558;0,00;143,60
276;1;261564;15/08/1999;05/02/2001;1;2000;0,00;51,70
276;1;261564;15/08/2000;02/01/2002;1;204;30,00;448,93
276;1;261564;15/08/2000;02/01/2002;1;558;0,00;149,64
276;1;261564;15/08/2000;02/01/2002;1;2000;0,00;53,87
276;1;261564;15/08/2001;02/01/2003;1;204;30,00;426,71
276;1;261564;15/08/2001;02/01/2003;1;558;0,00;142,24
276;1;261564;15/08/2001;02/01/2003;1;2000;0,00;49,21
276;1;261564;15/08/2002;12/07/2004;1;204;30,00;520,14
276;1;261564;15/08/2002;12/07/2004;1;558;0,00;173,38
276;1;261564;15/08/2002;12/07/2004;1;2000;0,00;53,05
276;1;261564;15/08/2003;01/07/2005;1;204;30,00;593,89
276;1;261564;15/08/2003;01/07/2005;1;558;0,00;197,96
276;1;261564;15/08/2003;01/07/2005;1;2000;0,00;60,58
282;1;271951;25/05/1995;03/02/1997;1;204;30,00;312,25
282;1;271951;25/05/1995;03/02/1997;1;558;0,00;104,08
282;1;271951;25/05/1995;03/02/1997;1;2000;0,00;37,47
282;1;271951;25/05/1996;02/02/1998;1;204;30,00;420,00
282;1;271951;25/05/1996;02/02/1998;1;558;0,00;140,00
282;1;271951;25/05/1996;02/02/1998;1;2000;0,00;61,60
282;1;271951;25/05/1997;01/02/1999;1;204;30,00;441,00
282;1;271951;25/05/1997;01/02/1999;1;558;0,00;147,00
282;1;271951;25/05/1997;01/02/1999;1;2000;0,00;52,92
282;1;271951;25/05/1998;01/02/2000;1;204;30,00;603,54
282;1;271951;25/05/1998;01/02/2000;1;558;0,00;201,18
282;1;271951;25/05/1998;01/02/2000;1;2000;0,00;88,52
282;1;271951;25/05/1999;26/12/2000;1;204;10,00;255,27
282;1;271951;25/05/1999;26/12/2000;1;558;0,00;85,09
282;1;271951;25/05/1999;26/12/2000;1;2000;0,00;26,28
282;1;271951;25/05/1999;07/02/2001;1;204;20,00;510,53
282;1;271951;25/05/1999;07/02/2001;1;558;0,00;170,18
282;1;271951;25/05/1999;07/02/2001;1;2000;0,00;74,88
282;1;271951;25/05/2000;26/12/2001;1;204;10,00;284,02
282;1;271951;25/05/2000;26/12/2001;1;558;0,00;94,67
282;1;271951;25/05/2000;26/12/2001;1;2000;0,00;28,97
282;1;271951;25/05/2000;04/02/2002;1;204;20,00;568,04
282;1;271951;25/05/2000;04/02/2002;1;558;0,00;189,35
282;1;271951;25/05/2000;04/02/2002;1;2000;0,00;83,31
282;1;271951;25/05/2001;26/12/2002;1;204;10,00;286,31
282;1;271951;25/05/2001;26/12/2002;1;558;0,00;95,44
