codigo_empresa;tipo_colaborador;cadastro_colaborador;data_inicio_periodo_ferias;data_inicio_ferias;tipo_ferias;opcao_13_salario;data_pagamento_recibo;dias_ferias;dias_abono;salario_base
8;1;380580;19/12/2013;06/04/2015;N;S;01/04/2015;30;0;0
8;1;380580;19/12/2014;21/12/2015;N;S;17/12/2015;30;0;0
8;1;380580;19/12/2015;27/02/2017;N;S;23/02/2017;30;0;0
8;1;380580;19/12/2016;19/12/2017;N;S;15/12/2017;30;0;0
8;1;380580;19/12/2017;11/03/2019;N;S;07/03/2019;30;0;0
6;1;381701;01/03/2012;20/05/2013;N;S;17/05/2013;30;0;0
6;1;381701;01/03/2013;21/07/2014;N;S;18/07/2014;30;0;0
6;1;381701;01/03/2014;03/08/2015;N;S;31/07/2015;30;0;0
6;1;381701;01/03/2015;02/03/2016;N;S;29/02/2016;30;0;0
6;1;381701;01/03/2016;07/08/2017;N;S;04/08/2017;30;0;0
6;1;381701;01/03/2017;16/07/2018;N;S;13/07/2018;30;0;0
6;1;381701;01/03/2018;15/07/2019;N;S;12/07/2019;30;0;0
6;1;381701;01/03/2019;06/04/2020;N;S;05/05/2020;15;0;0
6;1;381701;01/03/2019;04/01/2021;N;S;31/12/2020;15;0;0
6;1;381701;01/03/2020;20/12/2021;N;S;17/12/2021;30;0;0
6;1;381701;01/03/2021;01/08/2022;N;S;28/07/2022;30;0;0
4;1;382976;22/04/2013;01/12/2014;N;S;28/11/2014;30;0;0
4;1;382976;22/04/2014;19/10/2015;N;S;16/10/2015;30;0;0
4;1;382976;22/04/2015;19/09/2016;N;S;16/09/2016;30;0;0
4;1;382976;22/04/2016;29/05/2017;N;S;26/05/2017;30;0;0
4;1;382976;22/04/2017;17/09/2018;N;S;14/09/2018;30;0;0
4;1;382976;22/04/2018;16/09/2019;N;S;13/09/2019;30;0;0
1629;1;383056;03/05/2013;22/12/2014;N;S;19/12/2014;20;10;0
1629;1;383056;03/05/2014;21/12/2015;N;S;18/12/2015;20;10;0
6;1;384172;16/04/2014;21/12/2015;N;S;19/12/2016;30;0;0
6;1;384172;16/04/2015;19/12/2016;N;S;16/12/2016;30;0;0
6;1;384172;16/04/2016;26/12/2017;N;S;22/12/2017;30;0;0
6;1;384172;16/04/2017;07/01/2019;N;S;04/01/2019;30;0;0
6;1;384172;16/04/2018;02/12/2019;N;S;29/11/2019;30;0;0
6;1;384172;16/04/2019;06/04/2020;N;S;05/05/2020;15;0;0
6;1;384172;16/04/2019;19/10/2020;N;S;16/10/2020;15;0;0
282;1;385066;05/01/2015;21/07/2016;N;S;19/07/2016;30;0;0
282;1;385066;05/01/2016;06/01/2017;N;S;04/01/2017;20;10;0
282;1;385066;05/01/2017;04/06/2018;N;S;01/06/2018;30;0;0
