codigo_empresa;codigo_filial;razao_social;nome_filial;endereco_filial;complemento_endereco;numero_endereco;codigo_bairro;estado;codigo_cidade;codigo_ddi_telefone;codigo_ddd_telefone;numero_telefone;tipo_filial;tipo_inscricao;numero_inscricao;codigo_cei;inscricao_estadual;inscricao_municipal;cnae_fiscal;codigo_nac_atv_economica;inscricao_cno;inscricao_caepf;cnae_fiscal_preponderante;tipo_caepf;tipo_logradouro;codigo_cep_filial;nome_empresarial_completo
008;125;;PRM ERECHIM;NELSON EHLERS;LOJA TERREA;94;CENTRO;RS;63;;;;F;1;92012467012500;;;;47.81-4/00;5232;;;47.81-4/00;;R;99700398
008;126;;TOT SANTA CRUZ DO SUL;RUA FERNANDO ABOTT;;545;CENTRO;RS;9;;;;F;1;92012467012690;;;;47.59-8/99;5232;;;47.59-8/99;;R;96810148
008;127;;CAMAQUA;RUA MARECHAL FLORIANO;;1096;CENTRO;RS;81;;;;F;1;92012467012771;;;;47.81-4/00;5232;;;47.81-4/00;;R;96180000
127;127;;PASSO FUNDO;VALENTIN GRAZZIOTIN;;77;SÃO CRISTÓVÃO;RS;1;;;;F;1;90618372000179;;;;94.30-8/00;9199;;;94.30-8/00;;R;99060030
008;128;;TOT SAO GABRIEL;MASCARENHAS DE MORAES;;781;CENTRO;RS;22;;;;F;1;92012467012852;;;;47.59-8/99;5232;;;47.59-8/99;;R;97300370
008;129;;PRM PALMEIRA DAS MISSOES;INDEPENDENCIA;;1375;CENTRO;RS;6;;;;F;1;92012467012933;;;;47.81-4/00;5232;;;47.81-4/00;;AV;98300000
008;133;;TOT CURITIBANOS;ROTARY;;308;CENTRO;SC;74;;;;F;1;92012467013310;;;;47.59-8/99;5232;;;47.59-8/99;;R;89520000
008;135;;CONCORDIA;RUA DR. MARURI;;1044;CENTRO;SC;46;;;;F;1;92012467013581;;;;47.81-4/00;5232;;;47.81-4/00;;R;89700000
008;136;;JOINVILLE;AV.GETULIO VARGAS;;1295;CENTRO;SC;70;;;;F;1;92012467013662;;;;47.81-4/00;5232;;;47.81-4/00;;R;89202003
008;137;;BALNEARIO CAMBORIU;RUA AVENIDA DO ESTADO;;3124;CENTRO;SC;110;;;;F;1;92012467013743;;;;47.81-4/00;5232;;;47.81-4/00;;R;88330000
008;138;;PRM RIO GRANDE;24 DE MAIO 206;;326;CENTRO;RS;76;;;;F;1;92012467013824;;;;47.81-4/00;5232;;;47.81-4/00;;R;96200003
008;140;;PRM UNIAO DA VITORIA;DR CRUZ MACHADO;;152;CENTRO;PR;71;;;;F;1;92012467014049;;;;47.81-4/00;5232;;;47.81-4/00;;R;84600175
