19;2781;GENTIL;
10;2782;ITARAJUI;
123;2783;XANGRILA;
39;2784;MAUA;
93;2785;DER;
45;2787;PETROPOLIS;
62;2788;ESTACAO VELHA;
2;2789;P.PINHEIRO MACHADO;
22;2790;EBIO VIEIRA VARGAS;
50;2791;ARTIDOR ORTIZ;
1;2792;VILA SHELL;
19;2793;OLIVEIRA;
790;2794;CENTRO;
9;2795;PIRATINI;
27;2797;VILA NOVA;
2;2798;COHAB TANCREDO NEVES;
40;2799;VILA ROCHA ll;
40;2801;SAO JORGE;
12;2804;PARQUE OLINDA;
70;2805;CONASA BOA VISTA;
77;2806;VILA BELA;
31;2809;CONCEI¿AO;
2;2811;BOM FIM;
338;2812;GAUCHO;
74;2813;N SENHORA APARECIDA;
93;2815;RANCHO FUNDO;
2;2816;TRANCREDO NEVES;
71;2818;SAO BRAS;
402;2819;CENTRO;
64;2820;FILADELFIA;
64;2821;PANORAMA;
12;2822;VILA BRANCA;
125;2823;JARDIM DO CEDRO;
75;2824;CIDADE NOVA;
87;2825;JARDIM DO BOSQUE;
77;2826;SAO JOAO;
6;2828;OURO-VERDE;
32;2829;SAO DOMINGOS;
101;2830;SANTA LUZIA;
9;2831;PEDREIRA;
346;2832;CENTRO;
73;2833;SAO CRISTOVON;
52;2835;PADRE REUS;
1;2836;PROFESSOR SCHISLER;
6;2837;VILA PINTO;
1;2838;MENINO DEUS;
99;2839;PROFILURB;
2;2840;KM3;
9;2842;SAO JOAO;
6;2843;LUTZ;
83;2844;CRUZEIRO;
83;2845;VILA MOEMA;
83;2847;MORRINHOS;
83;2848;SAO JOAO;
83;2849;SAO MARTINHO;
83;2850;FABIO SILVA;
83;2851;SAO BERNARDO;
86;2852;P. SANTO INACIO;
45;2855;SAO JORGE COHAB;
66;2857;SANTIAGO POMPEO;
45;2859;5§ FLORA;
20;2860;SAO JOSE OPERARIO;
1;2861;LEAO TREZE;
76;2863;SENANDES;
77;2864;JARDIM PINHEIRINHO;
499;2865;BOA UNIAO;
58;2866;SANTOS DUMONT;
1;2867;LOT SAO BENTO;
60;2868;JARDIM ESTALAGEM;
110;2869;RIO PEQUENO;
27;2871;NONOAI;
87;2872;VISTA ALEGRE;
63;2874;CRISTO REI;
63;2875;PITTY VILAGE;
9;2876;RAUBER;
60;2877;VILA JULIA;
110;2878;DAS NA¿OES;
1;2879;DR GALVES;
2;2880;PARQUE P MACHADO;
2;2881;CATURRITA;
2;2882;VILA CARAMELO;
44;2883;BETTIM;
45;2884;JOSE AUGUSTO;
